Index,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,turnout_difference,case_pct,death_pct,Men_pct,2016_county_winner,2020_county_winner
1545,0.6,0.368,169898.0,101888.0,62597.0,0.594,0.394,211702.0,125853.0,83491.0,28.76202069,-81.7125123,8729.0,227.0,326215.0,157897.0,168318.0,14.4,71.1,9.9,0.3,1.9,0.0,252229.0,49734.0,1173.0,25991.0,451.0,12.8,20.0,32.0,21.4,27.8,9.5,9.4,81.5,10.0,0.3,0.8,1.3,6.1,28.8,131532.0,82.8,11.8,5.3,0.1,7.2,41804.0,0.026758426191315545,0.02600526979035399,0.4840274052388762,R,R
1546,0.37,0.573,293574.0,108608.0,168186.0,0.374,0.607,323706.0,120938.0,196479.0,42.3224907,-88.00367925,22618.0,522.0,704476.0,351847.0,352629.0,21.1,62.8,6.6,0.1,7.1,0.0,466915.0,82613.0,942.0,42388.0,513.0,8.5,11.5,42.3,15.3,24.8,5.9,11.6,77.0,8.0,4.4,2.8,1.2,6.5,30.0,347792.0,85.7,9.7,4.4,0.3,6.3,30132.0,0.03210613278521909,0.023078963657264126,0.4994449775435927,D,D
1547,0.377,0.584,200247.0,75565.0,116896.0,0.417,0.567,220233.0,91733.0,124801.0,41.41874274,-87.38277575,16017.0,376.0,488694.0,236337.0,252357.0,18.4,54.5,23.9,0.2,1.3,0.0,357080.0,52559.0,814.0,26590.0,389.0,16.8,27.1,30.0,19.1,23.5,9.5,17.8,83.8,7.9,2.8,1.2,1.7,2.6,28.3,216337.0,85.5,11.0,3.4,0.1,8.5,19986.0,0.03277511080553475,0.023475057751139415,0.48360937519183783,D,D
1548,0.593,0.364,5328.0,3159.0,1939.0,0.623,0.361,6332.0,3946.0,2288.0,43.99050893,-85.802173,68.0,1.0,11669.0,5965.0,5704.0,2.6,84.8,7.6,0.7,0.2,0.0,9642.0,32309.0,1650.0,18199.0,796.0,25.0,39.9,23.0,22.9,22.8,9.6,21.8,80.0,10.9,0.5,1.5,1.9,5.2,27.3,3514.0,79.1,13.1,7.1,0.7,11.6,1004.0,0.005827405947381952,0.014705882352941176,0.5111834775901962,R,R
1549,0.453,0.475,6472.0,2932.0,3077.0,0.471,0.506,7200.0,3392.0,3646.0,47.64270764,-91.44557998,142.0,0.0,10578.0,5426.0,5152.0,1.4,95.8,1.0,0.5,0.0,0.0,8533.0,56078.0,4936.0,32319.0,1386.0,9.3,15.9,42.0,18.2,15.7,9.4,14.7,76.7,11.0,0.0,4.3,1.9,6.1,21.0,4803.0,78.2,16.5,5.3,0.0,3.8,728.0,0.013424087729249386,0.0,0.5129514085838532,D,D
1550,0.576,0.363,12939.0,7453.0,4703.0,0.561,0.416,16617.0,9319.0,6911.0,47.64514965,-114.0898013,613.0,6.0,29518.0,14595.0,14923.0,4.3,65.5,0.2,23.6,0.3,0.1,22018.0,42582.0,2370.0,24348.0,1253.0,20.9,28.8,34.8,19.9,20.3,14.1,10.9,74.2,9.0,0.8,4.6,1.7,9.7,19.7,11866.0,66.2,22.0,11.4,0.4,8.0,3678.0,0.020766989633444,0.009787928221859706,0.49444406802628904,R,R
1551,0.555,0.399,112790.0,62627.0,45056.0,0.56,0.425,127867.0,71615.0,54337.0,41.69710807,-81.23676539,2411.0,60.0,229701.0,112214.0,117487.0,4.0,89.1,3.8,0.1,1.2,0.0,177462.0,61137.0,1160.0,32125.0,502.0,8.3,11.4,36.9,16.5,24.3,7.2,15.1,87.5,6.6,0.9,1.3,0.4,3.3,23.6,117678.0,85.9,10.0,4.0,0.1,4.8,15077.0,0.010496253825625487,0.02488593944421402,0.48852203516745685,R,R
1552,0.787,0.165,3814.0,3001.0,628.0,0.795,0.182,4336.0,3449.0,788.0,42.79246693,-120.3850163,47.0,0.0,7807.0,4165.0,3642.0,7.9,85.2,0.3,1.9,0.8,0.0,6250.0,32769.0,3649.0,21005.0,1489.0,20.0,25.6,30.5,22.6,16.8,17.8,12.2,70.9,9.0,0.1,6.6,2.2,11.1,14.6,3039.0,61.5,24.7,13.0,0.8,6.9,522.0,0.006020238247726399,0.0,0.5334955808889458,R,R
1553,0.595,0.341,6786.0,4038.0,2314.0,0.627,0.352,5873.0,3681.0,2068.0,44.02193107,-97.12926365,447.0,9.0,12350.0,6387.0,5963.0,2.3,93.8,0.6,0.0,1.9,0.0,9569.0,58467.0,3832.0,31145.0,2622.0,15.5,23.4,33.9,19.4,20.9,9.4,16.5,79.2,6.6,0.2,4.0,1.5,8.5,16.0,6498.0,73.5,15.6,10.6,0.4,3.9,-913.0,0.036194331983805665,0.020134228187919462,0.517165991902834,R,R
1554,0.689,0.293,1970.0,1357.0,577.0,0.734,0.259,2034.0,1492.0,526.0,36.3418017,-89.48921915,998.0,4.0,7588.0,4761.0,2827.0,2.2,67.1,29.1,0.1,0.2,0.1,6383.0,31993.0,5436.0,14232.0,1553.0,29.9,47.3,24.4,26.8,19.4,9.1,20.4,81.9,8.8,0.0,4.9,1.8,2.6,18.7,1906.0,59.5,31.7,7.8,1.0,11.3,64.0,0.13152345809172378,0.004008016032064128,0.6274380600948867,R,R
1555,0.691,0.248,2230.0,1540.0,553.0,0.709,0.279,2405.0,1704.0,671.0,48.77217001,-94.90274472,50.0,1.0,3841.0,2016.0,1825.0,1.7,93.5,0.0,0.2,0.8,0.0,3091.0,46943.0,6962.0,24964.0,2034.0,7.4,8.2,22.0,15.7,19.8,11.4,31.0,65.4,17.6,0.0,6.0,0.0,10.9,21.0,2053.0,83.8,9.7,6.5,0.0,3.8,175.0,0.013017443374121323,0.02,0.5248633168445718,R,R
1556,0.84,0.149,6931.0,5819.0,1035.0,0.858,0.136,7187.0,6168.0,978.0,33.77995024,-88.09668032,534.0,6.0,14021.0,6875.0,7146.0,1.5,86.0,10.8,0.3,0.0,0.0,10888.0,36016.0,2778.0,21152.0,2374.0,23.1,37.3,28.8,14.5,18.9,13.4,24.4,84.4,13.8,0.6,0.2,0.1,1.0,28.1,5376.0,76.6,18.5,3.8,1.0,7.9,256.0,0.038085728550032096,0.011235955056179775,0.49033592468440196,R,R
1557,0.684,0.299,7575.0,5183.0,2267.0,0.7,0.289,9039.0,6330.0,2615.0,33.07841647,-84.14263877,432.0,20.0,18282.0,8800.0,9482.0,2.3,65.0,29.0,0.1,0.8,0.0,14220.0,41157.0,4775.0,20458.0,1258.0,20.8,29.7,31.2,18.5,23.1,8.0,19.2,79.7,12.2,0.0,2.7,1.4,3.9,29.6,6951.0,76.4,15.8,7.7,0.1,11.4,1464.0,0.023629799803085,0.046296296296296294,0.4813477737665463,R,R
1558,0.765,0.209,24179.0,18493.0,5044.0,0.739,0.243,23952.0,17700.0,5821.0,31.20572971,-89.5077704,2387.0,40.0,60517.0,29006.0,31511.0,2.5,74.7,20.0,0.1,1.4,0.0,44435.0,56129.0,2878.0,28342.0,1659.0,16.3,19.4,39.0,13.9,28.4,8.5,10.2,84.6,6.7,0.2,1.0,6.0,1.6,25.2,27791.0,73.1,20.4,6.3,0.2,9.2,-227.0,0.03944346216765537,0.016757436112274822,0.4793033362526232,R,R
1559,0.785,0.193,18537.0,14546.0,3579.0,0.783,0.207,21338.0,16698.0,4420.0,33.66981763,-95.57404777,1874.0,49.0,49401.0,23876.0,25525.0,7.5,75.0,12.3,0.3,0.9,0.3,36668.0,42198.0,2190.0,23625.0,1106.0,17.8,26.1,27.1,17.6,24.9,12.6,17.8,81.4,10.0,0.1,2.4,3.0,3.2,20.3,21134.0,79.4,13.6,6.8,0.2,5.6,2801.0,0.0379344547681221,0.026147278548559232,0.48331005445233904,R,R
1560,0.778,0.197,3905.0,3040.0,770.0,0.799,0.19,4394.0,3513.0,835.0,34.06859623,-102.3516289,574.0,24.0,13368.0,6832.0,6536.0,55.0,39.8,3.6,0.3,0.5,0.0,8783.0,43712.0,2899.0,21760.0,1344.0,20.5,28.3,34.8,14.9,19.1,18.1,13.2,82.2,9.0,0.1,2.0,3.2,3.6,17.2,5671.0,74.6,18.2,7.1,0.2,3.6,489.0,0.04293836026331538,0.041811846689895474,0.5110712148414124,R,R
1561,0.307,0.622,11641.0,3570.0,7241.0,,,,,,44.60353043,-72.64356694,63.0,1.0,25191.0,12504.0,12687.0,1.6,94.9,0.8,0.8,0.6,0.0,19443.0,54899.0,2802.0,31390.0,2396.0,14.0,19.4,37.6,21.1,20.6,11.5,9.2,78.0,9.5,0.5,4.1,1.1,6.9,25.4,13437.0,77.1,12.1,10.5,0.3,3.8,,0.002500893176134334,0.015873015873015872,0.496367750387043,D,D
1562,0.782,0.181,8149.0,6371.0,1479.0,0.778,0.206,10373.0,8070.0,2134.0,31.19531316,-98.24206613,315.0,9.0,20473.0,10144.0,10329.0,19.2,72.9,3.0,0.4,1.1,1.0,15176.0,54467.0,3818.0,26405.0,1316.0,12.0,14.9,32.4,20.4,20.3,15.4,11.5,76.5,14.8,0.2,2.7,3.1,2.7,27.4,8612.0,70.3,21.8,7.7,0.1,7.4,2224.0,0.015386118302154056,0.02857142857142857,0.49548185414936746,R,R
1563,0.466,0.466,129803.0,60456.0,60533.0,0.449,0.528,153687.0,68952.0,81131.0,40.78416049,-96.68777155,9653.0,45.0,306357.0,153788.0,152569.0,6.7,82.1,3.9,0.4,4.2,0.1,224251.0,55747.0,936.0,29901.0,393.0,14.0,15.6,40.0,17.1,23.9,7.7,11.3,81.8,8.8,1.2,2.9,1.9,3.3,18.8,166689.0,77.8,17.8,4.2,0.1,3.9,23884.0,0.03150899114431856,0.004661763182430332,0.5019895089715594,D,D
1564,0.573,0.377,239151.0,137145.0,90066.0,0.57,0.411,280485.0,159902.0,115294.0,40.03904563,-76.24770128,9929.0,479.0,536494.0,262686.0,273808.0,10.0,82.7,3.6,0.1,2.1,0.0,397192.0,61492.0,650.0,29280.0,301.0,10.4,15.0,33.3,16.0,23.0,10.6,17.0,78.7,9.4,1.3,3.8,1.8,5.0,23.1,267348.0,85.1,7.9,6.8,0.2,4.7,41334.0,0.01850719672540606,0.04824252190552926,0.48963455322892707,R,R
1565,0.609,0.354,38717.0,23598.0,13718.0,0.608,0.38,49868.0,30312.0,18937.0,34.68270843,-80.70513032,2658.0,62.0,86544.0,42328.0,44216.0,5.0,70.1,21.7,0.2,1.0,0.1,66067.0,50557.0,2667.0,26425.0,1205.0,15.5,23.1,31.6,15.7,25.9,10.5,16.2,84.7,8.6,0.3,0.8,1.0,4.5,29.1,36001.0,84.6,11.3,3.9,0.2,7.7,11151.0,0.030712701053799224,0.023325808878856283,0.48909225365132186,R,R
1566,0.533,0.434,6599.0,3520.0,2862.0,0.518,0.472,7136.0,3697.0,3368.0,37.71889653,-76.46400482,204.0,1.0,10848.0,5013.0,5835.0,1.7,68.2,28.0,0.0,0.8,0.0,9093.0,51495.0,7163.0,33997.0,2357.0,11.0,13.5,30.5,28.3,21.9,9.6,9.6,81.3,9.4,0.4,1.0,1.9,6.0,26.7,4384.0,73.0,17.3,9.4,0.4,4.4,537.0,0.018805309734513276,0.004901960784313725,0.46211283185840707,R,R
1567,0.758,0.167,2413.0,1828.0,403.0,0.795,0.181,2664.0,2118.0,481.0,39.9332233,-117.0397075,111.0,4.0,5887.0,3276.0,2611.0,26.8,67.8,0.1,4.2,0.1,0.5,3910.0,79865.0,9671.0,30256.0,2710.0,13.2,22.3,22.1,15.4,14.7,34.8,13.1,57.6,22.8,11.2,5.1,1.4,2.0,23.6,2683.0,79.2,16.0,4.7,0.0,7.6,251.0,0.0188551044674707,0.036036036036036036,0.5564803804994055,R,R
1568,0.823,0.125,831.0,684.0,104.0,0.852,0.128,888.0,757.0,114.0,38.48119447,-100.4660754,27.0,0.0,1702.0,864.0,838.0,6.6,90.4,0.1,2.3,0.0,0.4,1283.0,51765.0,10083.0,29768.0,2572.0,10.7,14.4,29.8,18.6,20.9,22.4,8.2,86.7,5.0,0.0,3.8,1.3,3.2,14.4,885.0,55.5,23.6,20.9,0.0,3.5,57.0,0.015863689776733254,0.0,0.5076380728554641,R,R
1569,0.366,0.555,181072.0,66218.0,100497.0,0.362,0.604,221585.0,80144.0,133924.0,43.93727035,-122.847753,2596.0,28.0,363471.0,179116.0,184355.0,8.4,82.6,1.0,0.8,2.5,0.2,282366.0,47710.0,857.0,27032.0,417.0,18.8,20.3,35.3,19.9,24.6,8.0,12.1,71.1,10.2,3.1,5.0,4.7,5.9,20.2,167083.0,77.2,15.1,7.5,0.2,7.6,40513.0,0.007142247937249464,0.01078582434514638,0.4927930976611614,D,D
1570,0.638,0.323,10093.0,6436.0,3260.0,0.657,0.332,11165.0,7330.0,3704.0,45.26271619,-89.07483625,1081.0,11.0,19190.0,9709.0,9481.0,1.9,94.5,1.0,0.8,0.3,0.0,15249.0,44122.0,2453.0,25142.0,885.0,14.8,21.2,26.9,15.7,25.5,14.6,17.2,80.6,7.8,0.3,5.2,1.3,4.8,21.3,8872.0,80.4,12.5,6.7,0.4,6.7,1072.0,0.05633142261594581,0.010175763182238668,0.505940594059406,R,R
1571,0.693,0.281,2861.0,1984.0,805.0,0.702,0.285,3576.0,2509.0,1019.0,31.0382857,-83.06472457,320.0,7.0,10388.0,5208.0,5180.0,5.5,68.7,24.1,0.0,0.3,0.0,7647.0,31109.0,5468.0,17739.0,1784.0,28.7,32.6,29.2,16.3,31.6,11.2,11.7,89.8,2.2,0.1,3.7,1.7,2.6,24.1,3551.0,70.4,20.1,9.5,0.0,10.6,715.0,0.030804774740084712,0.021875,0.5013477088948787,R,R
1572,0.666,0.282,45126.0,30037.0,12734.0,0.674,0.311,52639.0,35480.0,16368.0,43.09052506,-83.22153148,993.0,38.0,88205.0,44663.0,43542.0,4.6,92.0,1.3,0.3,0.5,0.0,68005.0,56186.0,1822.0,26650.0,616.0,9.7,12.8,29.5,16.4,21.8,12.4,20.0,86.7,8.0,0.5,1.3,0.6,2.9,34.7,38577.0,85.7,8.7,5.3,0.2,7.4,7513.0,0.011257865200385466,0.038267875125881166,0.5063545150501673,R,R
1573,0.622,0.29,39945.0,24844.0,11572.0,0.62,0.338,44982.0,27891.0,15217.0,41.3070252,-104.6887497,1860.0,6.0,97031.0,49218.0,47813.0,14.3,79.1,2.6,0.8,1.1,0.1,72899.0,62879.0,1820.0,31554.0,914.0,10.4,12.1,37.1,16.4,23.3,11.8,11.4,81.8,9.7,0.6,2.6,1.5,3.8,15.8,47243.0,68.2,26.2,5.3,0.3,5.3,5037.0,0.01916913151467057,0.0032258064516129032,0.507239954241428,R,R
1574,0.426,0.475,193897.0,82624.0,92170.0,0.408,0.562,223653.0,91197.0,125765.0,40.66671597,-105.4625784,4555.0,57.0,330976.0,164920.0,166056.0,11.2,83.2,0.9,0.5,2.0,0.1,254898.0,64980.0,1414.0,34087.0,585.0,12.4,10.9,43.4,17.4,22.5,8.1,8.6,75.0,8.8,1.3,2.5,4.8,7.5,22.8,172754.0,77.1,16.4,6.3,0.2,5.3,29756.0,0.013762327177801412,0.012513721185510428,0.4982838634825486,D,D
1575,0.754,0.201,6367.0,4799.0,1278.0,0.779,0.206,7301.0,5685.0,1504.0,37.54567114,-85.70138352,322.0,1.0,14102.0,6976.0,7126.0,3.2,91.6,3.6,0.0,0.3,0.0,10689.0,41720.0,4427.0,21879.0,1359.0,15.8,23.0,23.3,13.9,18.3,15.0,29.5,78.9,14.9,0.0,1.7,0.3,4.1,26.7,6136.0,83.1,10.8,6.0,0.1,6.3,934.0,0.022833640618352007,0.003105590062111801,0.494681605446036,R,R
1576,0.546,0.391,6693.0,3656.0,2614.0,0.539,0.439,7897.0,4255.0,3465.0,37.3153406,-104.0376458,85.0,1.0,14151.0,7323.0,6828.0,42.4,52.7,0.8,2.1,0.8,0.0,11150.0,40586.0,4510.0,24268.0,1512.0,17.0,21.4,31.7,24.6,20.5,13.2,9.9,71.6,13.6,0.8,5.8,0.6,7.6,20.6,6050.0,63.5,26.2,10.1,0.2,7.8,1204.0,0.006006642640096106,0.011764705882352941,0.5174899300402799,R,R
1577,0.719,0.223,9089.0,6533.0,2026.0,0.747,0.235,11779.0,8798.0,2772.0,40.67311306,-120.5935099,782.0,1.0,31470.0,20786.0,10684.0,18.5,66.1,8.6,2.9,1.5,0.7,25121.0,54083.0,2927.0,20974.0,1015.0,14.6,20.7,28.4,28.8,21.0,10.9,11.0,80.1,9.8,0.7,2.8,0.9,5.8,20.9,9052.0,43.6,47.7,8.2,0.4,7.5,2690.0,0.024849062599300923,0.0012787723785166241,0.6605020654591675,R,R
1578,0.4,0.446,18146.0,7255.0,8093.0,0.461,0.497,20521.0,9463.0,10199.0,46.81587887,-116.7113698,982.0,1.0,38697.0,19813.0,18884.0,4.2,89.4,0.7,0.8,2.6,0.0,30041.0,43310.0,2143.0,24166.0,791.0,22.5,20.0,43.8,17.4,20.6,9.1,9.1,66.6,11.9,0.7,13.0,3.7,4.1,19.4,19118.0,64.1,29.4,6.4,0.1,7.2,2375.0,0.025376644184303694,0.0010183299389002036,0.5120035144843269,D,D
1579,0.764,0.197,4050.0,3094.0,797.0,0.809,0.179,4249.0,3437.0,762.0,34.87844729,-95.25215049,231.0,2.0,10621.0,5387.0,5234.0,3.4,66.1,1.1,20.0,0.5,0.0,8203.0,40539.0,2636.0,24233.0,2096.0,18.9,26.9,33.0,17.3,18.1,18.1,13.5,83.5,10.2,0.5,3.3,1.0,1.5,23.8,3863.0,65.2,26.8,7.5,0.5,7.4,199.0,0.02174936446662273,0.008658008658008658,0.5072027116090764,R,R
1580,0.715,0.254,38813.0,27735.0,9877.0,0.715,0.269,44149.0,31578.0,11872.0,34.90171875,-87.65624729,2743.0,43.0,92590.0,44263.0,48327.0,2.5,84.9,9.8,0.4,0.7,0.0,72887.0,44888.0,1370.0,25803.0,908.0,16.3,21.9,31.2,18.6,24.4,10.6,15.2,88.0,7.7,0.2,1.7,0.7,1.8,24.1,39857.0,77.6,15.6,6.6,0.1,6.6,5336.0,0.029625229506426178,0.015676266861100983,0.47805378550599414,R,R
1581,0.607,0.377,28967.0,17574.0,10910.0,0.578,0.411,30811.0,17812.0,12668.0,32.40419769,-88.66229662,2658.0,135.0,78221.0,38002.0,40219.0,2.2,53.1,42.8,0.1,0.7,0.0,58785.0,41340.0,2452.0,23339.0,1199.0,21.5,33.4,34.0,16.9,25.6,10.8,12.6,83.0,11.3,0.0,2.7,1.7,1.2,19.8,32021.0,77.6,17.3,4.6,0.5,7.2,1844.0,0.03398064458393526,0.050790067720090294,0.4858286137993633,R,R
1582,0.563,0.421,8678.0,4884.0,3656.0,0.633,0.356,8963.0,5672.0,3193.0,35.75893438,-89.6301591,1515.0,18.0,26497.0,13524.0,12973.0,2.4,60.9,33.6,0.6,0.4,0.0,20052.0,35551.0,1919.0,17178.0,875.0,23.1,30.5,24.2,21.0,21.1,9.2,24.4,89.5,6.3,0.5,1.5,0.9,1.3,23.7,9096.0,71.2,21.7,6.8,0.3,9.9,285.0,0.057176284107634825,0.011881188118811881,0.5103974034796392,R,R
1583,0.83,0.139,24824.0,20592.0,3440.0,0.827,0.159,28097.0,23234.0,4474.0,37.10975748,-84.11321779,1564.0,8.0,59901.0,29162.0,30739.0,1.5,95.9,0.7,0.5,0.5,0.0,45740.0,37235.0,1596.0,20446.0,1082.0,24.6,36.2,25.4,15.6,28.6,9.0,21.4,86.2,8.8,0.1,1.2,1.0,2.8,20.1,22550.0,79.5,14.9,5.4,0.2,9.9,3273.0,0.026109747750454916,0.005115089514066497,0.4868366137460143,R,R
1584,0.638,0.346,19448.0,12401.0,6737.0,0.638,0.355,22729.0,14493.0,8073.0,32.46325233,-82.92221316,2038.0,89.0,47451.0,22542.0,24909.0,2.6,58.2,36.7,0.1,1.1,0.0,35178.0,35202.0,1689.0,20687.0,989.0,27.3,37.2,31.2,19.1,22.8,9.9,17.1,85.8,9.4,0.2,1.7,1.1,1.7,23.0,17192.0,73.9,20.1,5.8,0.2,5.1,3281.0,0.042949569029103705,0.0436702649656526,0.4750584813807928,R,R
1585,0.633,0.334,26474.0,16770.0,8845.0,0.656,0.333,30488.0,20004.0,10159.0,34.48244419,-82.00490796,1973.0,62.0,66508.0,32342.0,34166.0,4.5,68.1,25.0,0.1,0.3,0.1,50591.0,40580.0,1381.0,20748.0,1008.0,20.7,31.7,25.8,19.4,20.5,9.6,24.7,82.2,12.9,0.3,1.5,0.9,2.1,24.3,28011.0,82.1,12.8,4.9,0.1,7.9,4014.0,0.02966560413784808,0.031424227065382664,0.48628736392614424,R,R
1586,0.85,0.136,8633.0,7339.0,1170.0,0.863,0.131,10195.0,8802.0,1333.0,29.38508402,-96.93186692,1177.0,39.0,19859.0,9596.0,10263.0,18.1,74.3,6.6,0.0,0.4,0.0,14374.0,51708.0,2822.0,29946.0,1909.0,10.5,13.3,32.8,14.4,20.4,14.1,18.3,83.3,10.8,0.2,1.6,0.8,3.2,28.0,8843.0,74.7,15.3,9.9,0.1,2.9,1562.0,0.0592678382597311,0.03313508920985556,0.4832066065763634,R,R
1587,0.734,0.247,14623.0,10732.0,3611.0,0.769,0.222,15957.0,12266.0,3544.0,34.52041498,-87.31069453,941.0,33.0,33288.0,16164.0,17124.0,2.1,76.6,11.4,5.2,0.1,0.0,25915.0,43779.0,3181.0,22419.0,1154.0,16.6,19.0,23.6,15.4,18.4,15.0,27.5,86.6,9.3,0.1,0.9,0.5,2.5,28.0,12476.0,80.6,14.2,4.8,0.4,7.2,1334.0,0.028268445085316028,0.03506907545164718,0.4855803893294881,R,R
1588,0.715,0.222,5685.0,4064.0,1263.0,0.78,0.184,5857.0,4569.0,1080.0,36.04188196,-91.10867198,884.0,21.0,16777.0,8285.0,8492.0,1.3,95.8,0.9,0.5,0.1,0.0,12943.0,37603.0,2540.0,19422.0,1091.0,18.4,21.0,27.9,18.4,23.0,12.9,17.9,84.0,10.4,0.2,3.0,1.2,1.2,26.1,6448.0,73.2,19.6,7.0,0.2,8.2,172.0,0.052691184359539844,0.023755656108597284,0.4938308398402575,R,R
1589,0.748,0.213,6039.0,4517.0,1288.0,0.76,0.222,6379.0,4849.0,1414.0,38.71987914,-87.72884035,379.0,8.0,16457.0,9034.0,7423.0,3.8,84.6,8.6,0.3,0.4,0.0,13094.0,44504.0,3076.0,21072.0,1126.0,16.4,25.8,30.8,21.9,17.7,10.2,19.4,80.9,9.9,0.3,2.7,1.2,5.0,19.0,6361.0,78.6,11.7,9.4,0.2,5.4,340.0,0.023029713799598953,0.021108179419525065,0.5489457373761925,R,R
1590,0.736,0.221,19076.0,14034.0,4210.0,0.74,0.235,21071.0,15601.0,4961.0,38.84112637,-86.48361629,1097.0,39.0,45669.0,22621.0,23048.0,1.6,95.9,0.3,0.4,0.4,0.0,35199.0,49985.0,2106.0,25036.0,1205.0,11.5,16.9,29.9,18.0,24.3,9.9,17.9,86.2,9.0,0.1,1.2,0.6,2.9,23.6,20577.0,78.3,16.4,5.2,0.0,5.2,1995.0,0.024020670476690972,0.03555150410209663,0.4953250563839804,R,R
1591,0.797,0.173,6042.0,4816.0,1045.0,0.81,0.178,6955.0,5633.0,1238.0,38.07136018,-82.72882223,175.0,0.0,15844.0,7900.0,7944.0,0.9,97.2,0.4,0.0,0.4,0.0,12068.0,32703.0,4697.0,18885.0,1721.0,24.5,28.8,26.2,15.7,28.1,12.8,17.2,82.2,9.7,0.3,0.9,3.5,3.5,31.8,5065.0,79.2,15.7,5.0,0.0,7.8,913.0,0.011045190608432214,0.0,0.4986114617520828,R,R
1592,0.785,0.174,16674.0,13084.0,2898.0,0.804,0.179,17930.0,14421.0,3214.0,37.10626634,-93.83293097,1193.0,24.0,38131.0,19072.0,19059.0,7.2,89.7,0.6,0.5,0.5,0.0,27636.0,41673.0,1134.0,21022.0,766.0,17.1,27.4,27.7,21.2,19.6,10.2,21.2,78.1,12.2,0.1,1.8,2.7,5.1,22.2,16701.0,79.6,11.4,8.6,0.4,6.2,1256.0,0.0312868794419239,0.020117351215423303,0.5001704649760038,R,R
1593,0.643,0.345,6329.0,4072.0,2181.0,0.648,0.341,6564.0,4254.0,2240.0,31.55147224,-90.10841127,571.0,14.0,12659.0,6150.0,6509.0,0.5,65.4,33.2,0.0,0.0,0.0,9568.0,40432.0,3627.0,21826.0,1969.0,19.8,29.5,28.3,12.0,20.6,20.0,19.1,86.2,6.4,0.5,0.9,1.4,4.6,35.5,4722.0,81.2,12.7,6.1,0.0,9.3,235.0,0.045106248518840354,0.024518388791593695,0.48582036495773756,R,R
1594,0.703,0.264,25949.0,18240.0,6849.0,0.72,0.268,27427.0,19759.0,7353.0,38.59743452,-82.53466552,1103.0,28.0,61057.0,29977.0,31080.0,0.9,94.9,1.9,0.0,0.5,0.0,47242.0,45466.0,2272.0,22844.0,850.0,18.6,25.7,29.5,19.6,24.7,7.5,18.8,87.7,7.5,0.3,1.5,1.3,1.8,23.5,24607.0,83.7,13.2,3.1,0.0,6.5,1478.0,0.018065086722243148,0.025385312783318223,0.4909674566388784,R,R
1595,0.624,0.344,40555.0,25323.0,13933.0,0.643,0.346,45558.0,29290.0,15772.0,40.99206278,-80.33393706,957.0,35.0,88231.0,42663.0,45568.0,1.3,92.0,3.5,0.1,0.5,0.0,70117.0,47188.0,1429.0,26918.0,861.0,14.0,20.5,30.6,18.5,23.6,9.8,17.4,84.0,8.8,0.8,2.2,1.0,3.2,22.9,39309.0,84.3,10.0,5.5,0.2,6.5,5003.0,0.010846527864356066,0.03657262277951933,0.4835375321598985,R,R
1596,0.626,0.283,11842.0,7411.0,3356.0,0.633,0.328,13828.0,8753.0,4537.0,44.35919441,-103.7929428,1061.0,6.0,25018.0,12441.0,12577.0,3.2,91.4,0.9,2.2,0.9,0.2,20114.0,49275.0,3202.0,28606.0,1648.0,12.4,11.8,31.3,22.9,23.0,13.2,9.6,72.5,13.2,0.5,8.9,1.0,3.9,17.1,13067.0,77.0,17.3,5.6,0.1,3.1,1986.0,0.042409465185066754,0.005655042412818096,0.4972819569909665,R,R
1597,0.793,0.18,15658.0,12419.0,2821.0,0.819,0.171,18718.0,15334.0,3195.0,35.21675201,-87.39787695,1746.0,20.0,42591.0,20989.0,21602.0,2.0,94.0,1.9,0.2,0.4,0.0,31675.0,41522.0,1476.0,19879.0,692.0,18.3,26.6,25.7,15.8,19.2,13.6,25.7,85.4,9.6,0.2,1.4,1.4,2.0,27.7,16277.0,77.1,14.9,7.8,0.2,8.8,3060.0,0.04099457631894062,0.011454753722794959,0.49280364396233944,R,R
1598,0.776,0.189,17199.0,13346.0,3245.0,0.809,0.175,18805.0,15213.0,3299.0,34.89851864,-94.70392124,1749.0,24.0,49860.0,25028.0,24832.0,6.8,71.9,2.3,10.1,0.4,0.1,36569.0,39253.0,1159.0,20264.0,708.0,22.2,29.7,26.0,19.4,20.8,16.1,17.7,85.7,9.3,0.1,1.5,1.1,2.3,24.2,18689.0,74.3,18.9,6.4,0.4,6.9,1606.0,0.035078219013237065,0.0137221269296741,0.5019655034095467,R,R
